,forum,thread_title,thread_url,author,member_status,verified_owner,joined,messages,location,cars,comment,date_published,sentiment,de number,lucid_model_name,match_score
580,General Discussions,300 Mile Road Trip: Impressive Efficiency!,https://lucidowners.com/threads/300-mile-road-trip-impressive-efficiency.4689/,Drendino,Active Member,True,2022-04-07,1330,,Grand Touring,"Another great video Bobby. The efficiency was great, but even more impressive is that you bring your own shower head with you. You are definitely Mr. Go Go Gadget!",2023-02-10,0.0,0.0,Air GT,100.0
579,General Discussions,300 Mile Road Trip: Impressive Efficiency!,https://lucidowners.com/threads/300-mile-road-trip-impressive-efficiency.4689/,joec,Staff Member,True,2022-05-01,2910,,Air Touring,"I’m 6’2 and I never hit my head getting into the car on the driver’s side. But when I get into the passenger side, where my wife has the seat set pretty high, I bang my head all the time. It’s all about how low the seat is for me. Have to remember to push the passenger seat down before getting in.

All the more reason for Lucid to allow us to save passenger seat settings. And let us access them from the app.",2023-02-10,0.0,,Air Touring,100.0
1472,How-to,Video Describing Locking and Unlocking Options,https://lucidowners.com/threads/video-describing-locking-and-unlocking-options.4771/,borski,Staff Member,True,2021-11-19,4022,,"Air DE-P, Zenith Red, 21""",Just push in the handle. Works 100% of the time for me.,2023-02-17,0.0,241.0,Air Dream Edition,90.0
1463,How-to,Video Describing Locking and Unlocking Options,https://lucidowners.com/threads/video-describing-locking-and-unlocking-options.4771/,JerseyStrong,Active Member,False,2022-03-19,218,,"MKZ Hybrid, Flex, T-Bird","Bobby, fyi, when I went to YouTube and put in Bobby on the Air, there were no appropriate results. Went back to this thread, started it and hit Subscribe so I would have easy access to it and other videos.",2023-02-17,0.0,,Air Touring,86.0
246,Lucid Classifieds,"[SOLD] 19"" Aero Range winter wheels & tires set with graphite floor mats ($3,000) [Chicago]",https://lucidowners.com/threads/sold-19-aero-range-winter-wheels-tires-set-with-graphite-floor-mats-3-000-chicago.4432/,DBordello,Member,False,2022-01-27,60,,Tesla Model S P100D,They have been sold.,2023-01-28,0.0,482.0,,
298,Driving Dynamics,Dream Owners Range Question,https://lucidowners.com/threads/dream-owners-range-question.4945/,SaratogaLefty,Active Member,True,2021-12-07,1238,,"Dream Edition P 21""",Update. Trip cancelled due to expected very inclement weather coming in on Thursday night and lasting through Friday locally and longer further north on the planned route. No desire to drive 300 miles in terrible weather on a terrible freeway (101) that is full of surprise potholes!!,2023-03-07,0.0,337.0,Air Dream Edition,95.0
294,Driving Dynamics,Dream Owners Range Question,https://lucidowners.com/threads/dream-owners-range-question.4945/,chinesejpl,Member,False,2022-11-23,62,"Vancouver, BC",Air GT,"Wow! Thank you for sharing. 65mph isn't that slow to be able to achieve that level of efficiency and with 21"" wheels. I've not heard of AGT owners getting that range though. Could the motors be different, I wonder? More power and more efficient motors in DE?",2023-03-06,0.0,,Air GT,100.0
757,How-to,Actual range:,https://lucidowners.com/threads/actual-range.4944/,CraZ8,Active Member,True,2021-12-23,749,,2018 velar 2002 bmw z8,I do the same although asking Alexa to do the math is a new wrinkle. It’s a brave new world for me to ask women to calculate for me AND give me directions. I’m probably in trouble with HR again aren’t I ?,2023-03-06,0.0,,,
688,Photos / Videos / Reviews,Update: 2500mi/4000km review,https://lucidowners.com/threads/update-2500mi-4000km-review.4656/,OCDC,Active Member,True,2022-03-28,162,"Orange County, CA","V60 Polestar, AGT",Quick speed bump tip; set the drive mode to Swift in parking lots. It stiffens the dampers so the car doesn’t bounce nearly as much. I haven’t bottomed out on one since I started doing this.,2023-02-07,0.0,,Air GT,90.0
1267,User Interface,Frunk? “Turtle mode”?,https://lucidowners.com/threads/frunk-%E2%80%9Cturtle-mode%E2%80%9D.4648/,joec,Staff Member,True,2022-05-01,2910,,Air Touring,"I can’t speak for your experience, but I definitely got a very visible warning on the left side of the center cockpit panel. Not sure why that wouldn’t be showing for you. Sounds like you definitely need service to check it out.",2023-02-06,0.0,,Air Touring,100.0
1268,User Interface,Frunk? “Turtle mode”?,https://lucidowners.com/threads/frunk-%E2%80%9Cturtle-mode%E2%80%9D.4648/,Bobby,Staff Member,True,2022-04-11,1893,Poway (San Diego),"AGT, I Pace, DB9","Bad latch, call service.",2023-02-06,0.0,,Air GT,90.0
612,General Discussions,World Luxury Car finalists:,https://lucidowners.com/threads/world-luxury-car-finalists.4716/,Lucken,Active Member,False,2021-01-31,1342,Long Island,"22 BMW i4, Pure on order","Steve, sounds like you're ruling out the Lucid at this point.",2023-02-12,0.0,,Air Pure,90.0
535,Charging,Lucid's Tips to Optimize Range,https://lucidowners.com/threads/lucids-tips-to-optimize-range.4601/,Bobby,Staff Member,True,2022-04-11,1893,Poway (San Diego),"AGT, I Pace, DB9",The point of the original post was to explain how to maximize efficiency. Highway average speeds have nothing to do with the physics of aerodynamics and the EV efficiency envelope.,2023-02-05,0.0,,Air GT,90.0
614,General Discussions,World Luxury Car finalists:,https://lucidowners.com/threads/world-luxury-car-finalists.4716/,Lucken,Active Member,False,2021-01-31,1342,Long Island,"22 BMW i4, Pure on order","And there we tread into the dangerously subjective world of 'more luxurious'. Both are quite luxurious, but my opinion might be different than yours. 

I can well imagine though with an upcoming hip replacement, the GV60 would be easier to enter & exit than the Lucid, so I can't argue with your logic. However you will eventually recover from that surgery and at that point might want to reconsider. Options are always open.",2023-02-12,0.0,,Air Pure,90.0
1483,How-to,Dash - Showing miles per kWh,https://lucidowners.com/threads/dash-showing-miles-per-kwh.4720/,Adnillien,Staff Member,True,2020-08-23,1655,"Paradise Valley, AZ",Lucid GT,You cannot get it on the dash but you can bring it up on the pilot panel by settings/vehicle/trip information.,2023-02-12,0.0,,Air GT,100.0
616,General Discussions,World Luxury Car finalists:,https://lucidowners.com/threads/world-luxury-car-finalists.4716/,Steveinarizona,Active Member,False,2022-01-14,1564,Scottsdale Arizona,Genesis GV60 Performance,"Absolutely. l can always switch it out later, although my internist gave me three reports: (1) you are generally healthy; (2) you generally take care of yourself; and (3) your body is wearing out. I did ask him for a full body transplant but he refused.",2023-02-12,0.0,,,
615,General Discussions,World Luxury Car finalists:,https://lucidowners.com/threads/world-luxury-car-finalists.4716/,HariK,Active Member,True,2022-05-11,1002,"Fremont, CA","Pure,LS430 Ocean Extreme",Apparently the interior of ioniq 6 is identical to ioniq 5.,2023-02-12,0.0,,Air Pure,90.0
701,Photos / Videos / Reviews,Car and Driver Tested: 2023 Lucid Air Touring Hits the Sweet Spot,https://lucidowners.com/threads/car-and-driver-tested-2023-lucid-air-touring-hits-the-sweet-spot.4713/,Bobby,Staff Member,True,2022-04-11,1893,Poway (San Diego),"AGT, I Pace, DB9",100% agree. I’m hoping this gets fixed soon although I only experience it occasionally.,2023-02-12,0.0,,Air GT,90.0
613,General Discussions,World Luxury Car finalists:,https://lucidowners.com/threads/world-luxury-car-finalists.4716/,Steveinarizona,Active Member,False,2022-01-14,1564,Scottsdale Arizona,Genesis GV60 Performance,"I haven't cancelled yet but I am close. A key factor is that I am having my left hip replaced at the end of the month and GV60 is so much easier to get in and out of. The other factor is that the GV60 gives me much of what the Lucid does with the exception of the spectacular ride of the Lucid (yes...a rather large exception). It actually is more luxurious than the AWD Pure.

I drove BMW sedans before this so I do miss the handling of a well designed sedan. I also like the fact that it uses a blended brake so I can drive ""normally"" as I would in an ICE. 

On days that I don't play golf I go walking in the Fashion Square Mall so I am going by the Design Studio every time. The Lucid is a beautiful car.",2023-02-12,0.0,,,
538,Charging,Lucid's Tips to Optimize Range,https://lucidowners.com/threads/lucids-tips-to-optimize-range.4601/,borski,Staff Member,True,2021-11-19,4020,,"Air DE-P, Zenith Red, 21""","Went paragliding for the first time today and I don’t think I’ve ever had so much fun. But yes, wind speed matters *a lot*.",2023-02-06,0.0,241.0,Air Dream Edition,90.0
302,Driving Dynamics,Dream Owners Range Question,https://lucidowners.com/threads/dream-owners-range-question.4945/,borski,Staff Member,True,2021-11-19,4019,,"Air DE-P, Zenith Red, 21""","The EPA estimate is just that; an estimate. It doesn't mean you can't get higher than that estimate, just like it doesn't mean you can't get lower than that estimate. It is all dependent on traffic conditions, weather, speed, wind speed and direction, and more than a dozen other things.",2023-03-08,0.0,241.0,Air Dream Edition,90.0
568,General Discussions,300 Mile Road Trip: Impressive Efficiency!,https://lucidowners.com/threads/300-mile-road-trip-impressive-efficiency.4689/,Jefferoo,Member,False,2022-06-12,72,,Touring,Thanks for the trip review Bobby!,2023-02-10,0.0,,Air Touring,100.0
578,General Discussions,300 Mile Road Trip: Impressive Efficiency!,https://lucidowners.com/threads/300-mile-road-trip-impressive-efficiency.4689/,Bobby,Staff Member,True,2022-04-11,1893,Poway (San Diego),"AGT, I Pace, DB9","Better?


",2023-02-10,0.0,,Air GT,90.0
1270,User Interface,Frunk? “Turtle mode”?,https://lucidowners.com/threads/frunk-%E2%80%9Cturtle-mode%E2%80%9D.4648/,Gil,Member,False,2022-09-25,42,,Lucid Air,"To follow up (five days later; car still awaiting repair): Lucid confirms that ""turtle mode"" exists. I think it should be documented—what do you think?

Turtle mode can be triggered by a frunk warning, whether or not the warning is a false alarm. I don't know what else can trigger turtle mode (it's undocumented). There may or may not be a tiny yellow turtle icon visible in the glass cockpit (I saw it briefly but then it went away). In my case, at least, there was no other warning. I think there should be! What do you think?",2023-02-10,0.0,,Air GT,95.0
528,Charging,Lucid's Tips to Optimize Range,https://lucidowners.com/threads/lucids-tips-to-optimize-range.4601/,Cosmo Cruz,Active Member,False,2022-05-02,746,philly,Cosmic/Cruz/GT,"This is a difficult concept even if you understand the math.





this is not the curve I was looking for but it illustrates the point: look at the blue plot at 10 mph and at 20 mph ...then look how steep the curve gets!

The force of the wind increases by the CUBE (third power) of the velocity. This is why co-efficient of drag is touted and important. It is also why the Category V hurricane is not a ""maybe it won't come this way"" emergency. 

You can know this without understanding it. I knew this when I took-up hang gliding, but let me tell you from first-hand experience, learning to fly a hang glider on a training hill in a 10 mph breeze is fun. Trying it in a 20 mph breeze and you will die. The difference is hard to describe but it hurts a lot.",2023-02-05,0.0,0.0,Air GT,90.0
1269,User Interface,Frunk? “Turtle mode”?,https://lucidowners.com/threads/frunk-%E2%80%9Cturtle-mode%E2%80%9D.4648/,zkhan2,Active Member,True,2022-01-31,334,Northern Virginia,Lucid Air GT,"I had the issue of the frunk exactly as you are having the day of delivery. The issue was, for me, the passenger side latch would not engage without someone pushing it down at closing. Lucid replaced both latches and never had an issue since then.",2023-02-06,0.0,,Air GT,100.0
1201,Charging,Road Trip With Touring,https://lucidowners.com/threads/road-trip-with-touring.4728/,emoylv,Active Member,False,2022-05-25,239,"Las Vegas, NV",2008 Dodge Challenger SRT,Thanks! I checked the I70 route. That will save me a couple hundred miles.,2023-03-06,0.0,,,
567,General Discussions,300 Mile Road Trip: Impressive Efficiency!,https://lucidowners.com/threads/300-mile-road-trip-impressive-efficiency.4689/,Bobby,Staff Member,True,2022-04-11,1893,Poway (San Diego),"AGT, I Pace, DB9","Just back from a 300 mile road trip. Not a huge trip but definitely enough to film some clips and see how the car behaved. Here's my YouTube review of the trip: 



",2023-02-10,0.0,,Air GT,90.0
758,How-to,Actual range:,https://lucidowners.com/threads/actual-range.4944/,Bunnylebowski,Active Member,True,2022-03-22,2353,,"Air GT Black/Tahoe/19""","Haha. The main issue of course is Alexa doesn’t work right sometimes, making me think it was programmed by a man. I use the Irish male voice for Siri, so at least that way if it does something wrong, well obviously it’s because it’s drunk.",2023-03-06,0.0,,Air GT,90.0
765,How-to,Actual range:,https://lucidowners.com/threads/actual-range.4944/,Cosmo Cruz,Active Member,False,2022-05-02,746,philly,Cosmic/Cruz/GT,"My FIL is obsessed with his German sirname. 
I told him I went on Ancestry and discovered I was a direct decedent of Adam and Eve. 
Game. 
Set. 
Match.",2023-03-06,0.0,0.0,Air GT,90.0
